t links init
c   fr       to      len  mode  type lanes vdfunc ul1 ul2 ul3 
a 602265 602263   0.17 cb           442 1.0  65       0       0       0
a 602274 602276   0.37 cb           442 1.0  65       0       0       0
a 602274 602285   0.19 cb           442 1.0  65       0       0       0
a 602275 602213   0.50 cb           342 1.0  66       0       0       0
a 602275 602222   0.48 cb           342 1.0  66       0       0       0
a 602276 602264   0.26 cb           442 1.0  65       0       0       0
a 602276 602274   0.37 cb           442 1.0  65       0       0       0
a 602282 710228   0.40 cg           900 1.0  95       0       0       0
a 602282 710252   1.50 c            900 1.0  95       0       0       0
a 602282 602262   0.67 cb           232 1.0  68       0       0       0
a 602282 602284   0.48 cb           442 1.0  65       0       0       0
a 602282 602285   0.11 cb           442 1.0  65       0       0       0
a 602282 602344   0.67 cb           232 1.0  68       0       0       0
a 602283 710228   0.50 cg           900 1.0  95       0       0       0
a 602283 602262   0.55 cb           342 2.0  68       0       0       0
a 602283 602322   0.69 cb           342 2.0  68       0       0       0
a 602284 710228   0.40 cg           900 1.0  95       0       0       0
a 602284 602282   0.48 cb           442 1.0  65       0       0       0
a 602284 602345   0.29 cb           442 1.0  65       0       0       0
a 602285 602274   0.19 cb           442 1.0  65       0       0       0
a 602285 602282   0.11 cb           442 1.0  65       0       0       0
a 602293 602242   0.94 cb           232 2.0  68       0       0       0
a 602293 602262   0.24 cb           232 2.0  68       0       0       0
a 602302 710230   0.30 cg           900 1.0  95       0       0       0
a 602302 710232   0.50 c            900 1.0  95       0       0       0
a 602302 602304   0.53 cb           442 1.0  65       0       0       0
a 602302 602312   0.65 cb           442 1.0  65       0       0       0
a 602302 602322   0.70 cb           442 1.0  65       0       0       0
a 602304 602302   0.53 cb           442 1.0  65       0       0       0
a 602304 602305   0.28 cb           442 1.0  65       0       0       0
a 602305 602262   0.16 cb           442 1.0  65       0       0       0
a 602305 602304   0.28 cb           442 1.0  65       0       0       0
a 602312 710231   0.30 c            900 1.0  95       0       0       0
a 602312 602302   0.65 cb           442 1.0  65       0       0       0
a 602312 602374   0.39 cb           442 1.0  65       0       0       0
a 602322 710232   0.60 cg           900 1.0  95       0       0       0
a 602322 710233   1.00 c            900 1.0  95       0       0       0
a 602322 602283   0.69 cb           342 2.0  68       0       0       0
a 602322 602302   0.70 cb           442 1.0  65       0       0       0
a 602322 602332   0.69 cb           342 2.0  68       0       0       0
a 602332 710274   0.92 cg           900 1.0  95       0       0       0
a 602332 602322   0.69 cb           342 2.0  68       0       0       0
a 602332 602346   0.10 cb           442 1.0  65       0       0       0
a 602332 602366   1.10 cb           342 1.0  65       0       0       0
a 602342 710234   0.40 cg           900 1.0  95       0       0       0
a 602342 602343   0.56 cb           442 1.0  65       0       0       0
a 602342 602345   0.38 cb           442 1.0  65       0       0       0
a 602342 602354   0.32 cb           442 1.0  65       0       0       0
a 602343 602342   0.56 cb           442 1.0  65       0       0       0
a 602343 602346   0.26 cb           442 1.0  65       0       0       0
a 602344 602282   0.67 cb           232 1.0  68       0       0       0
a 602344 602532   0.65 cb           232 1.0  68       0       0       0
a 602345 602284   0.29 cb           442 1.0  65       0       0       0
a 602345 602342   0.38 cb           442 1.0  65       0       0       0
a 602346 710275   0.66 cg           900 1.0  95       0       0       0
a 602346 602332   0.10 cb           442 1.0  65       0       0       0
a 602346 602343   0.26 cb           442 1.0  65       0       0       0
a 602352 602354   0.41 cb           442 1.0  65       0       0       0
a 602352 602355   0.96 cb           442 1.0  65       0       0       0
a 602354 602342   0.32 cb           442 1.0  65       0       0       0
a 602354 602352   0.41 cb           442 1.0  65       0       0       0
a 602355 710235   0.16 cg           900 1.0  95       0       0       0
a 602355 602352   0.96 cb           442 1.0  65       0       0       0
a 602355 602532   0.19 cb           442 1.0  65       0       0       0
a 602362 710238   1.00 cg           900 1.0  95       0       0       0
a 602362 602366   1.28 cb           442 1.0  65       0       0       0
a 602362 602382   1.00 cb           442 1.0  69       0       0       0
a 602362 602385   0.31 cb           442 1.0  65       0       0       0
a 602363 602369   0.56 cb           442 1.0  65       0       0       0
a 602363 602383   0.46 cb           442 1.0  65       0       0       0
a 602364 602365   0.41 cb           442 1.0  65       0       0       0
a 602364 602369   0.46 cb           442 1.0  65       0       0       0
a 602365 602364   0.41 cb           442 1.0  65       0       0       0
a 602365 602368   0.30 cb           342 1.0  65       0       0       0
a 602365 623075   0.44 cb           342 1.0  66       0       0       0
a 602366 710273   0.49 cg           900 1.0  95       0       0       0
a 602366 602332   1.10 cb           342 1.0  65       0       0       0
a 602366 602362   1.28 cb           442 1.0  65       0       0       0
a 602366 602368   0.57 cb           342 1.0  65       0       0       0
a 602366 602372   0.51 cb           442 1.0  65       0       0       0
a 602368 602365   0.30 cb           342 1.0  65       0       0       0
a 602368 602366   0.57 cb           342 1.0  65       0       0       0
a 602369 710236   0.31 cg           900 1.0  95       0       0       0
a 602369 602363   0.56 cb           442 1.0  65       0       0       0
a 602369 602364   0.46 cb           442 1.0  65       0       0       0
a 602372 710237   0.52 cg           900 1.0  95       0       0       0
a 602372 710280   0.47 c            900 1.0  95       0       0       0
a 602372 602366   0.51 cb           442 1.0  65       0       0       0
a 602372 602376   0.40 cb           442 1.0  65       0       0       0
a 602373 602374   0.18 cb           442 1.0  65       0       0       0
a 602373 602375   0.62 cb           442 1.0  65       0       0       0
a 602374 602312   0.39 cb           442 1.0  65       0       0       0
a 602374 602373   0.18 cb           442 1.0  65       0       0       0
a 602375 602373   0.62 cb           442 1.0  65       0       0       0
a 602375 602376   0.18 cb           442 1.0  65       0       0       0
a 602376 602372   0.40 cb           442 1.0  65       0       0       0
a 602376 602375   0.18 cb           442 1.0  65       0       0       0
a 602382 602362   1.00 cb           442 1.0  69       0       0       0
a 602383 602363   0.46 cb           442 1.0  65       0       0       0
a 602383 602384   0.29 cb           442 1.0  65       0       0       0
a 602384 710272   0.41 c            900 1.0  95       0       0       0
a 602384 602383   0.29 cb           442 1.0  65       0       0       0
a 602384 602385   0.41 cb           442 1.0  65       0       0       0
a 602385 602362   0.31 cb           442 1.0  65       0       0       0
a 602385 602384   0.41 cb           442 1.0  65       0       0       0
a 602393 710239   0.60 cg           900 1.0  95       0       0       0
a 602393 710241   0.30 cg           900 1.0  95       0       0       0
a 602393 602182   0.80 cb           342 1.0  65       0       0       0
a 602393 602232   0.85 cb           342 1.0  65       0       0       0
a 602393 602402   0.45 cb           342 1.0  65       0       0       0
a 602393 602426   0.87 cb           342 1.0  65       0       0       0
a 602394 602212   0.46 cb           342 1.0  65       0       0       0
a 602394 602224   0.16 cb           342 1.0  65       0       0       0
a 602395 602172   0.35 cb           342 1.0  65       0       0       0
a 602395 602212   0.27 cb           342 1.0  65       0       0       0
a 602402 710240   0.30 cg           900 1.0  95       0       0       0
a 602402 602167   1.91 cb           342 1.0  65       0       0       0
a 602402 602393   0.45 cb           342 1.0  65       0       0       0
a 602422 710247   0.71 cg           900 1.0  95       0       0       0
a 602422 602424   0.50 cb           342 1.0  65       0       0       0
a 602422 602426   0.75 cb           342 1.0  65       0       0       0
a 602422 602427   0.12 cb           342 2.0  66       0       0       0
a 602424 710242   0.20 cg           900 1.0  95       0       0       0
a 602424 602422   0.50 cb           342 1.0  65       0       0       0
a 602424 602487   0.60 cb           342 1.0  67       0       0       0
a 602425 602482   0.56 cb           232 2.0  68       0       0       0
a 602425 602488   0.34 cb           342 1.0  67       0       0       0
a 602425 683083   0.21 cb           232 2.0  68       0       0       0
a 602426 602393   0.87 cb           342 1.0  65       0       0       0
a 602426 602422   0.75 cb           342 1.0  65       0       0       0
a 602427 602422   0.12 cb           342 2.0  66       0       0       0
a 602427 602432   0.30 cb           342 2.0  65       0       0       0
a 602427 602438   0.23 cb           342 1.0  65       0       0       0
a 602428 602429   0.22 cb           232 2.0  68       0       0       0
a 602428 602438   0.80 cb           342 1.0  65       0       0       0
